trust	— W domu ci je pokażę, kobieto — odpowie Sancho — trochę cierpliwości miej teraz, a za Bożą pomocą mam nadzieję, że ruszymy jeszcze raz na wyprawę i jak wrócę, zobaczysz mnie hrabią albo władcą wyspy, ale to wyspy co się nazywa, wyspy porządnej, lądowej, nie takiej tam, co to tuzinami po morzu się walają.
joy	Przed jakimś Teniersem przywdziewał kaftan żołnierski lub siermięgę robotnika; pragnął nosić brudną i zadymioną czapkę Flamandów, zapijał się piwem, grał z nimi w karty i uśmiechał się do tęgiej wieśniaczki o soczystych kształtach.
anticipation	Przez cały obiad prawie się nie odzywał, tylko z chciwością chwytał ich spojrzenia i słowa, śledził uśmiechy, słuchał ze skupieniem, ale nie mógł złapać nic podejrzanego, bo w ich zachowaniu się była tylko wielka przyjacielska zażyłość, pełna szacunku i życzliwości.
surprise	— Doprawdy?
sadness	Stał nad rynsztokiem i zalewał się łzami, bo jakieś auto ochlapało go błotem.
neutral	Potem wędrowcy musieli piąć się stromą percią, zawianą śniegiem, biegnącą po upłazie Snipy, a dopiero poza tym rozpoczynała się jaka taka droga.
anger	Więc jest źle!
neutral	Przyjeżdżał do niego w odwiedziny każdego lata.
surprise	— Kto to?...
anticipation	— pytał dalej Kmicic.
neutral	Grzegorz podszedł do króla.
surprise	A ten malec czego się tu plącze?
trust	— Przyjedź znowu do nas niezadługo, Jakubie — rzekł leśniczy, ściskając mu serdecznie rękę — do nas, mówię, to znaczy i do mnie także.
surprise	„ Do licha, czyżbym ją obraził?...
surprise	— Cóż ja robię?...
disgust	Szczególną antypatią, nienawiścią, odrazą, wzgardą i drwinami Lulek darzył miejscową organizację socjalistyczną z odcieniem narodowym.
joy	Nie zapomnę nigdy wrażenia pierwszej pod gołym niebem spędzonej nocy.
surprise	— Na Boga!
joy	Uśmiechnął się i dodał:
anticipation	Co on ci mówił?
sadness	Było to posępne i tragiczne, i prawdziwe!
neutral	Na zasłonie była wyhaftowana złotem skrzydlata kula z dwoma wężami.
neutral	Takich jest miliony.
surprise	— Powinno się okazać polepszenie; co by to była za chorość?
neutral	Bardzo charakterystyczne, na wskroś typowe.
sadness	Szkoda, że mojej żony niema...
anger	— Tylko buntownicy nie spełnią rozkazów faraona — odparł Ramzes.
joy	— Dzięki Bogu.
anger	— I obu was się nie zlęknę! zaryczał Arnulf zrywając się z ławy.
sadness	Nieszczęśliwi mają pewne prawa... a ja, panie szanowny, jestem bardzo nieszczęśliwa.
joy	I ją poniesły radoście, że pobiegła naprzeciw i prawie pierwsza chłopów dopadła, a nikto do niej nie wyskoczył, nikto nie przytulił i nie całował.
surprise	Wszedł jako czwarty dependent do Derville’a, a był już drugim dependentem w 1819!
joy	Na trzecim piętrze zapukał do drzwi, przez które dolatywał wesoły śmiech i krzyki dzieci.
disgust	Mędrzec dążący do władzy winien snobizm ( w języku polskim kołtunizm, czyli kołtuństwo ) uczynić najistotniejszą częścią swego „ programu ”, dać kołtuństwu możność rozkwitu, nazwać kołtun najpiękniejszymi naukowymi nazwami i popierać go entuzjastycznie.
joy	— zawołał ten ostatni, pozwalając ocałowywać sobie policzki — twoja wieczerza, mój bracie, jest pyszną rzeczą na dzisiejszą zawieruchę!
surprise	— Więc to wszystko prawda — wyrzekła.
anger	— Czy mi nawet tego robić nie wolno!
sadness	Porozstawiane naczynia od herbaty i ciastka, dalej owa maszynka — wszystko zaczęło drobiazgami okrutnymi ranić jej serce.
surprise	A cóż się z nią stało?
surprise	Zdaje mi się, że oczy jéj w mgnieniu oka kilka razy zmieniły kolor: były i piwne, i ciemno-zielone, i czarne jak węgiel.
sadness	Jakkolwiek stłumione, płacz i jęki musiały znać dojść do uszu matki, która od drugiego pokoju drzwi uchyliła, naprzód powoli, a potem rzuciwszy niemi, nie patrząc na króla, do córki przypadła, tuląc ją ku sobie.
surprise	Jeszcze ci nie dosyć?
surprise	— Borynowy to dom, Macieja Boryny?
trust	Niech was Bóg prowadzi i odprowadza.
anger	— Wytłumacz to wyborcom!
trust	— Bądź pani spokojna — rzecze Don Kichot — nie powiem nic już więcej i nie wmieszam się do niczego, dopóki nie dopełnię swojej obietnicy.
joy	— Niech żyje Carlini!
surprise	— Co znaczy za kim?
disgust	Hoyma oburzała i treść jéj słów, a nadewszystko zimna krew, obojętność z jaką je wymawiała.
surprise	A o ilu ja rzeczach nie myślałem przed chwilą i o ilu nie myślę?
sadness	Zdało mi się, że nie mam co robić między nimi, biedny prostak, i już nawet nie patrząc na nich, chcę ich minąć i iść dalej w las, kiedy słyszę, jak jeden z nich woła:
neutral	Przede wszystkim zrobiłem sobie stożkowate nakrycie głowy z długowłosej skóry lamy, nie przepuszczającej deszczu.
neutral	Gospoda na gościńcu pod lasem stała w miejscu kędy przejazd był znaczny do Poznania.
disgust	Brwi zrośnięte nad nosem oszpeconym ospą.
joy	Komendant roześmiał się.
neutral	— spytał.
surprise	Nagle wśród chwilowej ciszy zza drzwi gabinetu doleciał podniesiony głos Dyzmy:
trust	Dyzma przyznał pułkownikowi rację.
surprise	Przy samej bramie Agnieszka spostrzegła, że zostawiła u doktora koszyczek od roboty.
neutral	Szczur zarzucił lejce na grzbiet konia, związał je i ujął szkapę przy pysku.
sadness	— Straciłem tam syna...
joy	Rad był z wyjazdu Kmicica.
neutral	Takich generałów miała Austria bardzo wielu.
anger	Mów!
surprise	— Nie skarżę się na was, broń Boże!
surprise	Dla niego było to coś niepojętego, co go więcej dziwiło niż nęciło — studyum teratologiczne.
joy	Ho, ho, idźże do Poświcia, i szczęść ci, Boże!
neutral	„ Kopernik ”.
neutral	— myślał Winicjusz.
surprise	Instynktowi życia samego już nieufny?
joy	Pomimo całej biedy, jaka nawiedziła dżunglę, zwierzęta — nie wyłączając Hathiego — nie mogły powstrzymać się od rzęsistego śmiechu, posłyszawszy te słowa.
surprise	— Za co mieliby nas upominać?
neutral	Na nogach ciżemki żółte.
anger	— Ty głupi jesteś!
neutral	—
neutral	Własne to twoje oblicze na chropowatym i niedoskonałym zwierciadle.
neutral	﻿Pewnej nocy, patrolując po mieście, schwytałem młodą panienkę nadzwyczaj piękną, przebraną za chłopca i jej brata, przebranego za dziewczynę.
